"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,21.7,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,22.3,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,22.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,22.2,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,23,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,22.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,20.2,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,22,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,22,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,20.7,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,21.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,22.9,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,23.2,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,22.9,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,23,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,23.7,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,23.4,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,23.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,24.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,25.3,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,25.7,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,25.7,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,26.4,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,26.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,9.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,11.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,11.6,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,12.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,13,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,13.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,13.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,13.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,13.8,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,14.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,14.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,15.6,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,16.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,16.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,16.8,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,17.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,17.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,16.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,17.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,17,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,16.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,16.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,16.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,16.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,17,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,16.5,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,15.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,15.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,12.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,16.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,17.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,19.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,20,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,20.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,20.5,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,20.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,21.3,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,21.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,22.4,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,23.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,23.6,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,23.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,24,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,24,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,23.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,24,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,24.4,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,23.5,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,23.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,23,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,22.8,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,22.5,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,22.9,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,22.2,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,22.6,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,22.2,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,12.3,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,12,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,11.7,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,11.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,12.1,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,12.1,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,12.5,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,12.5,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,12.3,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,12.1,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,12.7,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,12.8,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,13.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,14.4,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,14.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,15,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,15.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,15.2,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,15,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,14.8,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,15.1,,
